카테고리,상품명,가격,작성일자,판매상태,URL
여성의류,양털 무스탕 코트 55~66,"50,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%96%91%ED%84%B8-%EB%AC%B4%EC%8A%A4%ED%83%95-%EC%BD%94%ED%8A%B8-55-66-hz7ng4dv3jvf/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,왁팬츠,"12,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%99%81%ED%8C%AC%EC%B8%A0-8zbkenoumnrh/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,옷정리- 청치마 S,"5,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%98%B7%EC%A0%95%EB%A6%AC-%EC%B2%AD%EC%B9%98%EB%A7%88-s-ci41ihbdetd7/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,자라 레이어드 원피스 L (새상품),"32,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%9E%90%EB%9D%BC-%EB%A0%88%EC%9D%B4%EC%96%B4%EB%93%9C-%EC%9B%90%ED%94%BC%EC%8A%A4-l-%EC%83%88%EC%83%81%ED%92%88-rg672132vyd5/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,피엘라벤 g1000 아웃도어 팬츠,"70,000원",3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%94%BC%EC%97%98%EB%9D%BC%EB%B2%A4-g1000-%EC%95%84%EC%9B%83%EB%8F%84%EC%96%B4-%ED%8C%AC%EC%B8%A0-bmtjv6nqqapn/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,핑 블루 여성 바지 73 새상품 보관상구김 봄여름 초가을,"26,000원",3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%95%91-%EB%B8%94%EB%A3%A8-%EC%97%AC%EC%84%B1-%EB%B0%94%EC%A7%80-73-%EC%83%88%EC%83%81%ED%92%88-%EB%B3%B4%EA%B4%80%EC%83%81%EA%B5%AC%EA%B9%80-%EB%B4%84%EC%97%AC%EB%A6%84-%EC%B4%88%EA%B0%80%EC%9D%84-z9oh5do5bv35/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,러브이즈트루 하트 후드티,"20,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%9F%AC%EB%B8%8C%EC%9D%B4%EC%A6%88%ED%8A%B8%EB%A3%A8-%ED%95%98%ED%8A%B8-%ED%9B%84%EB%93%9C%ED%8B%B0-yppfzqkqto7k/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,슬림 생지 진청 S사이즈 *택있는 새상품,"6,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%8A%AC%EB%A6%BC-%EC%83%9D%EC%A7%80-%EC%A7%84%EC%B2%AD-s%EC%82%AC%EC%9D%B4%EC%A6%88-%ED%83%9D%EC%9E%88%EB%8A%94-%EC%83%88%EC%83%81%ED%92%88-7o2s35bmpxpk/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,자켓 팔아요,"6,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%9E%90%EC%BC%93-%ED%8C%94%EC%95%84%EC%9A%94-7fkymyi2ps5h/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,가을 겨울 블랙자켓 55사이즈,"10,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EA%B0%80%EC%9D%84-%EA%B2%A8%EC%9A%B8-%EB%B8%94%EB%9E%99%EC%9E%90%EC%BC%93-55%EC%82%AC%EC%9D%B4%EC%A6%88-obi6yui3mpvm/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,ZARA 자라 점프수트,"15,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/zara-%EC%9E%90%EB%9D%BC-%EC%A0%90%ED%94%84%EC%88%98%ED%8A%B8-gsii12bcg1wu/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,티렌 스커트- S,"20,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%8B%B0%EB%A0%8C-%EC%8A%A4%EC%BB%A4%ED%8A%B8-s-f23n33abopqh/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,새상품 프리지아 트위드 세트 (수입) s 드오브,"50,000원",끌올 3시간 전,판매완료,https://www.daangn.com/kr/buy-sell/%EC%83%88%EC%83%81%ED%92%88-%ED%94%84%EB%A6%AC%EC%A7%80%EC%95%84-%ED%8A%B8%EC%9C%84%EB%93%9C-%EC%84%B8%ED%8A%B8-%EC%88%98%EC%9E%85-s-%EB%93%9C%EC%98%A4%EB%B8%8C-1obt7g2envku/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,xs)모디핏 반팔 트위드 원피스 새상품,"45,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/xs-%EB%AA%A8%EB%94%94%ED%95%8F-%EB%B0%98%ED%8C%94-%ED%8A%B8%EC%9C%84%EB%93%9C-%EC%9B%90%ED%94%BC%EC%8A%A4-%EC%83%88%EC%83%81%ED%92%88-zby5q6k8vzsm/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,Theory 띠어리 22fw 울/캐시미어 크롭 집업니트,"200,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/theory-%EB%9D%A0%EC%96%B4%EB%A6%AC-22fw-%EC%9A%B8-%EC%BA%90%EC%8B%9C%EB%AF%B8%EC%96%B4-%ED%81%AC%EB%A1%AD-%EC%A7%91%EC%97%85%EB%8B%88%ED%8A%B8-g9uqcddfchs6/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,Theory 띠어리 23fw 크롭 다운패딩,"250,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/theory-%EB%9D%A0%EC%96%B4%EB%A6%AC-23fw-%ED%81%AC%EB%A1%AD-%EB%8B%A4%EC%9A%B4%ED%8C%A8%EB%94%A9-eifwhaksaorz/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,현재 판매종료✨ 블랙업 차푸 일자 연청바지,"16,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%98%84%EC%9E%AC-%ED%8C%90%EB%A7%A4%EC%A2%85%EB%A3%8C-%EB%B8%94%EB%9E%99%EC%97%85-%EC%B0%A8%ED%91%B8-%EC%9D%BC%EC%9E%90-%EC%97%B0%EC%B2%AD%EB%B0%94%EC%A7%80-v2x4na26i55a/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,나인 [가디건 + 원피스] 스티치 슬림핏 니트 원피스 가디건 세트,"22,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%82%98%EC%9D%B8-%EA%B0%80%EB%94%94%EA%B1%B4-%EC%9B%90%ED%94%BC%EC%8A%A4-%EC%8A%A4%ED%8B%B0%EC%B9%98-%EC%8A%AC%EB%A6%BC%ED%95%8F-%EB%8B%88%ED%8A%B8-%EC%9B%90%ED%94%BC%EC%8A%A4-%EA%B0%80%EB%94%94%EA%B1%B4-%EC%84%B8%ED%8A%B8-11d5e9w4do6u/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,아바몰리 슬림 웨이스트 자켓 네이비 블레이저,"43,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EB%B0%94%EB%AA%B0%EB%A6%AC-%EC%8A%AC%EB%A6%BC-%EC%9B%A8%EC%9D%B4%EC%8A%A4%ED%8A%B8-%EC%9E%90%EC%BC%93-%EB%84%A4%EC%9D%B4%EB%B9%84-%EB%B8%94%EB%A0%88%EC%9D%B4%EC%A0%80-cocm13v4tiyz/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,라코스테 스포츠 반팔티 새상품,"55,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%9D%BC%EC%BD%94%EC%8A%A4%ED%85%8C-%EC%8A%A4%ED%8F%AC%EC%B8%A0-%EB%B0%98%ED%8C%94%ED%8B%B0-%EC%83%88%EC%83%81%ED%92%88-2y4hu8gpzch2/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,에어조던 two 운동화 입니다~! Us5.5(230~235),"80,000원",3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%97%90%EC%96%B4%EC%A1%B0%EB%8D%98-two-%EC%9A%B4%EB%8F%99%ED%99%94-%EC%9E%85%EB%8B%88%EB%8B%A4-us5-5-230-235-ukmr636f2nbk/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,[미착용 새상품] SOUP 브랜드 네이비 주름치마55,"15,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%AF%B8%EC%B0%A9%EC%9A%A9-%EC%83%88%EC%83%81%ED%92%88-soup-%EB%B8%8C%EB%9E%9C%EB%93%9C-%EB%84%A4%EC%9D%B4%EB%B9%84-%EC%A3%BC%EB%A6%84%EC%B9%98%EB%A7%8855-kyi2eqme6rkr/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,수입의류 자켓 로썸제이 드오브 고퀄자켓 봄자켓 데이트룩,"45,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%88%98%EC%9E%85%EC%9D%98%EB%A5%98-%EC%9E%90%EC%BC%93-%EB%A1%9C%EC%8D%B8%EC%A0%9C%EC%9D%B4-%EB%93%9C%EC%98%A4%EB%B8%8C-%EA%B3%A0%ED%80%84%EC%9E%90%EC%BC%93-%EB%B4%84%EC%9E%90%EC%BC%93-%EB%8D%B0%EC%9D%B4%ED%8A%B8%EB%A3%A9-i9kmufvwqs5i/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,셀린느 수입의류 하트 니트 반팔 티셔츠 두번착용 후 드라이완료,"51,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%85%80%EB%A6%B0%EB%8A%90-%EC%88%98%EC%9E%85%EC%9D%98%EB%A5%98-%ED%95%98%ED%8A%B8-%EB%8B%88%ED%8A%B8-%EB%B0%98%ED%8C%94-%ED%8B%B0%EC%85%94%EC%B8%A0-%EB%91%90%EB%B2%88%EC%B0%A9%EC%9A%A9-%ED%9B%84-%EB%93%9C%EB%9D%BC%EC%9D%B4%EC%99%84%EB%A3%8C-z1y2xa58ntc2/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,(마지막가격) 새상품 고퀄리티 앙고라 니트 가디건 나시 세트 미엘르 에스드레스 수입의류,"110,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%A7%88%EC%A7%80%EB%A7%89%EA%B0%80%EA%B2%A9-%EC%83%88%EC%83%81%ED%92%88-%EA%B3%A0%ED%80%84%EB%A6%AC%ED%8B%B0-%EC%95%99%EA%B3%A0%EB%9D%BC-%EB%8B%88%ED%8A%B8-%EA%B0%80%EB%94%94%EA%B1%B4-%EB%82%98%EC%8B%9C-%EC%84%B8%ED%8A%B8-%EB%AF%B8%EC%97%98%EB%A5%B4-%EC%97%90%EC%8A%A4%EB%93%9C%EB%A0%88%EC%8A%A4-%EC%88%98%EC%9E%85%EC%9D%98%EB%A5%98-m87ehyy6vfsx/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,니트티 수입의류 총2장 새상품 시착x 데이트룩,"6,500원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%8B%88%ED%8A%B8%ED%8B%B0-%EC%88%98%EC%9E%85%EC%9D%98%EB%A5%98-%EC%B4%9D2%EC%9E%A5-%EC%83%88%EC%83%81%ED%92%88-%EC%8B%9C%EC%B0%A9x-%EB%8D%B0%EC%9D%B4%ED%8A%B8%EB%A3%A9-jcs8ffe2g2fy/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,(마지막가격) 에스드레스 앙고라치마 S사이즈 새상품 미엘르 블랑더문 수입의류 24-25인치 스커트,"35,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%A7%88%EC%A7%80%EB%A7%89%EA%B0%80%EA%B2%A9-%EC%97%90%EC%8A%A4%EB%93%9C%EB%A0%88%EC%8A%A4-%EC%95%99%EA%B3%A0%EB%9D%BC%EC%B9%98%EB%A7%88-s%EC%82%AC%EC%9D%B4%EC%A6%88-%EC%83%88%EC%83%81%ED%92%88-%EB%AF%B8%EC%97%98%EB%A5%B4-%EB%B8%94%EB%9E%91%EB%8D%94%EB%AC%B8-%EC%88%98%EC%9E%85%EC%9D%98%EB%A5%98-24-25%EC%9D%B8%EC%B9%98-%EC%8A%A4%EC%BB%A4%ED%8A%B8-bjj2u7dp9e7a/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,dkny 100%울 자켓(반값택배 포함),"40,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/dkny-100-%EC%9A%B8-%EC%9E%90%EC%BC%93-%EB%B0%98%EA%B0%92%ED%83%9D%EB%B0%B0-%ED%8F%AC%ED%95%A8-9qs8pybs1w9y/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,"마가렛호웰 여성 봄, 가을 아우터","78,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%A7%88%EA%B0%80%EB%A0%9B%ED%98%B8%EC%9B%B0-%EC%97%AC%EC%84%B1-%EB%B4%84-%EA%B0%80%EC%9D%84-%EC%95%84%EC%9A%B0%ED%84%B0-qcufnhdxccwu/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,미샤 스트라이프 플리츠 스커트 44사이즈,"48,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%AF%B8%EC%83%A4-%EC%8A%A4%ED%8A%B8%EB%9D%BC%EC%9D%B4%ED%94%84-%ED%94%8C%EB%A6%AC%EC%B8%A0-%EC%8A%A4%EC%BB%A4%ED%8A%B8-44%EC%82%AC%EC%9D%B4%EC%A6%88-bnhy27c562c4/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,새상품) 마르디 메크르디 가디건 55사이즈,"68,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%83%88%EC%83%81%ED%92%88-%EB%A7%88%EB%A5%B4%EB%94%94-%EB%A9%94%ED%81%AC%EB%A5%B4%EB%94%94-%EA%B0%80%EB%94%94%EA%B1%B4-55%EC%82%AC%EC%9D%B4%EC%A6%88-o1e3f2zcs8ea/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,8seconds 블랙 숏 슬리브 셔츠 s사이즈 (새것),"19,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/8seconds-%EB%B8%94%EB%9E%99-%EC%88%8F-%EC%8A%AC%EB%A6%AC%EB%B8%8C-%EC%85%94%EC%B8%A0-s%EC%82%AC%EC%9D%B4%EC%A6%88-%EC%83%88%EA%B2%83-rkbzqo2z8tc4/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,수입의류 오브쥬 큐빅 브이넥 비즈 니트 티셔츠,"19,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%88%98%EC%9E%85%EC%9D%98%EB%A5%98-%EC%98%A4%EB%B8%8C%EC%A5%AC-%ED%81%90%EB%B9%85-%EB%B8%8C%EC%9D%B4%EB%84%A5-%EB%B9%84%EC%A6%88-%EB%8B%88%ED%8A%B8-%ED%8B%B0%EC%85%94%EC%B8%A0-81dpg6uukm8y/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,이자벨 마랑 울팬츠 36,"110,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%9D%B4%EC%9E%90%EB%B2%A8-%EB%A7%88%EB%9E%91-%EC%9A%B8%ED%8C%AC%EC%B8%A0-36-upcoobm4rmu4/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,미국 브랜드 미니 스커트,"37,000원",끌올 3시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%AF%B8%EA%B5%AD-%EB%B8%8C%EB%9E%9C%EB%93%9C-%EB%AF%B8%EB%8B%88-%EC%8A%A4%EC%BB%A4%ED%8A%B8-8787n4qoce29/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,오버듀플레어 스트라이프 크롭 티셔츠 새상품,"30,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%98%A4%EB%B2%84%EB%93%80%ED%94%8C%EB%A0%88%EC%96%B4-%EC%8A%A4%ED%8A%B8%EB%9D%BC%EC%9D%B4%ED%94%84-%ED%81%AC%EB%A1%AD-%ED%8B%B0%EC%85%94%EC%B8%A0-%EC%83%88%EC%83%81%ED%92%88-z96n7xqrqqqg/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,투피스 트위드 세트 M 반택포함,"40,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%88%AC%ED%94%BC%EC%8A%A4-%ED%8A%B8%EC%9C%84%EB%93%9C-%EC%84%B8%ED%8A%B8-m-%EB%B0%98%ED%83%9D%ED%8F%AC%ED%95%A8-ayjc1cydzcvt/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,프리터 The NEEDLE 셔츠 L사이즈,"70,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%94%84%EB%A6%AC%ED%84%B0-the-needle-%EC%85%94%EC%B8%A0-l%EC%82%AC%EC%9D%B4%EC%A6%88-saf896snkj9b/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,폴로 랄프로렌 정품 플라워 랩 롱 원피스,"65,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%8F%B4%EB%A1%9C-%EB%9E%84%ED%94%84%EB%A1%9C%EB%A0%8C-%EC%A0%95%ED%92%88-%ED%94%8C%EB%9D%BC%EC%9B%8C-%EB%9E%A9-%EB%A1%B1-%EC%9B%90%ED%94%BC%EC%8A%A4-86kg48yiyi4z/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,24년 비이커 린넨 크롭 자켓,"100,000원",4시간 전,판매중,https://www.daangn.com/kr/buy-sell/24%EB%85%84-%EB%B9%84%EC%9D%B4%EC%BB%A4-%EB%A6%B0%EB%84%A8-%ED%81%AC%EB%A1%AD-%EC%9E%90%EC%BC%93-ywjqzjk48t1e/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,3CE 슬림 셔링티 새상품 프리사이즈,"35,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/3ce-%EC%8A%AC%EB%A6%BC-%EC%85%94%EB%A7%81%ED%8B%B0-%EC%83%88%EC%83%81%ED%92%88-%ED%94%84%EB%A6%AC%EC%82%AC%EC%9D%B4%EC%A6%88-6isyziddgdm9/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,고퀄 신축짱 탄탄 꽃무늬 스판원피스 최종가,"25,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EA%B3%A0%ED%80%84-%EC%8B%A0%EC%B6%95%EC%A7%B1-%ED%83%84%ED%83%84-%EA%BD%83%EB%AC%B4%EB%8A%AC-%EC%8A%A4%ED%8C%90%EC%9B%90%ED%94%BC%EC%8A%A4-%EC%B5%9C%EC%A2%85%EA%B0%80-omjyzrxwq7t6/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,미착용 시스루 플라워자수 레이스 민소매 블라우스,"25,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%AF%B8%EC%B0%A9%EC%9A%A9-%EC%8B%9C%EC%8A%A4%EB%A3%A8-%ED%94%8C%EB%9D%BC%EC%9B%8C%EC%9E%90%EC%88%98-%EB%A0%88%EC%9D%B4%EC%8A%A4-%EB%AF%BC%EC%86%8C%EB%A7%A4-%EB%B8%94%EB%9D%BC%EC%9A%B0%EC%8A%A4-54ad3tt5544x/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,플라워 시폰 여름 로브 롱가디건 바캉스115cm,"20,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%94%8C%EB%9D%BC%EC%9B%8C-%EC%8B%9C%ED%8F%B0-%EC%97%AC%EB%A6%84-%EB%A1%9C%EB%B8%8C-%EB%A1%B1%EA%B0%80%EB%94%94%EA%B1%B4-%EB%B0%94%EC%BA%89%EC%8A%A4115cm-x4ib4pw48nw3/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,레이스 끈나시 롱원피스 블랙S,"19,500원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%A0%88%EC%9D%B4%EC%8A%A4-%EB%81%88%EB%82%98%EC%8B%9C-%EB%A1%B1%EC%9B%90%ED%94%BC%EC%8A%A4-%EB%B8%94%EB%9E%99s-m3s7drcikn2o/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,마르디 메르디 플라워 티셔츠 새상품,"35,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%A7%88%EB%A5%B4%EB%94%94-%EB%A9%94%EB%A5%B4%EB%94%94-%ED%94%8C%EB%9D%BC%EC%9B%8C-%ED%8B%B0%EC%85%94%EC%B8%A0-%EC%83%88%EC%83%81%ED%92%88-3dmxyrj12jhm/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,노스페이스 바람막이 M 올리브,"30,000원",4시간 전,판매완료,https://www.daangn.com/kr/buy-sell/%EB%85%B8%EC%8A%A4%ED%8E%98%EC%9D%B4%EC%8A%A4-%EB%B0%94%EB%9E%8C%EB%A7%89%EC%9D%B4-m-%EC%98%AC%EB%A6%AC%EB%B8%8C-sys2sk6fgh14/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,로브 벌룬 블라우스 FREE 새상품,"25,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%A1%9C%EB%B8%8C-%EB%B2%8C%EB%A3%AC-%EB%B8%94%EB%9D%BC%EC%9A%B0%EC%8A%A4-free-%EC%83%88%EC%83%81%ED%92%88-vp8nhsua3xki/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,럭키슈에뜨 쉬폰 레이어드 롱스커트 38,"105,000원",4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%9F%AD%ED%82%A4%EC%8A%88%EC%97%90%EB%9C%A8-%EC%89%AC%ED%8F%B0-%EB%A0%88%EC%9D%B4%EC%96%B4%EB%93%9C-%EB%A1%B1%EC%8A%A4%EC%BB%A4%ED%8A%B8-38-syxpzwz2vrro/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,[새상품] 바질 트위드 자켓 ✨,"58,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%83%88%EC%83%81%ED%92%88-%EB%B0%94%EC%A7%88-%ED%8A%B8%EC%9C%84%EB%93%9C-%EC%9E%90%EC%BC%93-1r5d3y31imcy/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,[새상품] 블랙 원피스,"25,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%83%88%EC%83%81%ED%92%88-%EB%B8%94%EB%9E%99-%EC%9B%90%ED%94%BC%EC%8A%A4-gekeq4w7wzau/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,"텍안뗀 새상품 매쉬 블라우스 79,000-> 8,000원","8,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%85%8D%EC%95%88%EB%97%80-%EC%83%88%EC%83%81%ED%92%88-%EB%A7%A4%EC%89%AC-%EB%B8%94%EB%9D%BC%EC%9A%B0%EC%8A%A4-79-000-8-000%EC%9B%90-n86gezx8avpy/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,색깔 쨍 원피스 _ 앞뒤로 입는거 다 가능,"3,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%83%89%EA%B9%94-%EC%A8%8D-%EC%9B%90%ED%94%BC%EC%8A%A4-%EC%95%9E%EB%92%A4%EB%A1%9C-%EC%9E%85%EB%8A%94%EA%B1%B0-%EB%8B%A4-%EA%B0%80%EB%8A%A5-mmdpb2a8g6po/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,가내스라 리에뜨 블랙 스퀘어넥 민소매 나시 맥시 롱 원피스,"40,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EA%B0%80%EB%82%B4%EC%8A%A4%EB%9D%BC-%EB%A6%AC%EC%97%90%EB%9C%A8-%EB%B8%94%EB%9E%99-%EC%8A%A4%ED%80%98%EC%96%B4%EB%84%A5-%EB%AF%BC%EC%86%8C%EB%A7%A4-%EB%82%98%EC%8B%9C-%EB%A7%A5%EC%8B%9C-%EB%A1%B1-%EC%9B%90%ED%94%BC%EC%8A%A4-ce2arufdt81s/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,트로피칼 스트랩 롱원피스 S-XS,"10,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%8A%B8%EB%A1%9C%ED%94%BC%EC%B9%BC-%EC%8A%A4%ED%8A%B8%EB%9E%A9-%EB%A1%B1%EC%9B%90%ED%94%BC%EC%8A%A4-s-xs-9e5tcnnkvrkg/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,✨️블레스샵 루이스 원피스 레몬 S 팝니다✨️,"50,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%B8%94%EB%A0%88%EC%8A%A4%EC%83%B5-%EB%A3%A8%EC%9D%B4%EC%8A%A4-%EC%9B%90%ED%94%BC%EC%8A%A4-%EB%A0%88%EB%AA%AC-s-%ED%8C%9D%EB%8B%88%EB%8B%A4-efp9xhqrpsig/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,겨울 니트 세트,"10,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EA%B2%A8%EC%9A%B8-%EB%8B%88%ED%8A%B8-%EC%84%B8%ED%8A%B8-jd5m5zfak2v7/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,에잇세컨드 스트라이프 니트 후드티,"5,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%97%90%EC%9E%87%EC%84%B8%EC%BB%A8%EB%93%9C-%EC%8A%A4%ED%8A%B8%EB%9D%BC%EC%9D%B4%ED%94%84-%EB%8B%88%ED%8A%B8-%ED%9B%84%EB%93%9C%ED%8B%B0-g7cy688zzoo5/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,(텍달린새옷) 브랜드 올드네이비 라문드 반팔 (88사이즈),"20,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%85%8D%EB%8B%AC%EB%A6%B0%EC%83%88%EC%98%B7-%EB%B8%8C%EB%9E%9C%EB%93%9C-%EC%98%AC%EB%93%9C%EB%84%A4%EC%9D%B4%EB%B9%84-%EB%9D%BC%EB%AC%B8%EB%93%9C-%EB%B0%98%ED%8C%94-88%EC%82%AC%EC%9D%B4%EC%A6%88-4kmyoh57uw1i/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
